angle_0,angle_1,angle_2,angle_3,angle_4,angle_5,angle_6,angle_7,angle_8,angle_9,angle_10,angle_11,angle_12,angle_13,angle_14,angle_15,angle_16,angle_17,angle_18,angle_19,angle_20,angle_21,angle_22,angle_23,angle_24,angle_25,angle_26,angle_27,angle_28,angle_29,arm_1,arm_2,label
17.626396390905004,5.989129705763463,10.317575513612093,15.149632885069904,1.4472756033381646,0.32034235284948404,4.348894960301724,1.8770613653087338,0.32228985481507805,14.48211778011074,1.8202245742393084,1.5335744022692543,28.33480673284189,5.010545031655142,0.9763262021868465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.6445138355468,105.87637593270377,belly
15.812270687026086,6.516014865733541,11.230465980102839,20.231537633557995,1.977786646809597,1.6922560268391578,4.297915109795789,3.2165430215752204,0.18922314985050515,16.986444006072833,3.2625723409684677,1.9526830916503832,31.269869081460975,6.380216852568835,2.4614888987238843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.2946678813226,108.26442398109519,belly
15.429004090744947,5.735021996991441,10.687925844657835,25.06296023435378,0.24728482182683154,0.07543548945394231,6.4288051997652484,1.8057764230204538,1.1418007082748078,15.44168518162858,2.0441387780352276,4.342918272073128,31.844936055916925,7.917731573064198,3.0098819612586762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.1835169339783,109.21374634810584,belly
17.752119149560944,5.29712785611871,9.91869053390006,23.915641890637563,0.23578796423014486,0.8388185168529501,6.195439193237996,2.406300786846686,1.803850028582712,15.783005876265872,2.4511668626818373,3.561942479308073,32.808392886844885,9.042517235002986,2.0842087384061134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.62385541853841,110.85193977856592,belly
15.287326283076274,4.806261586979003,8.508104822772433,24.556345946927358,0.3149522217350718,1.9518773382268504,5.9335256503092655,0.7816963820551285,2.717787609470893,15.666043103670924,1.252302727151823,5.059394478418073,32.38451102115014,7.605749756434503,2.7338683407061417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.92237792813839,109.51813474878561,belly
14.353618650827656,4.33101313396085,10.374816488560588,24.167034585778914,0.5693372585039617,0.21647511371980874,6.934186797072436,1.8369149302413328,1.5677914598386822,14.947133813570456,2.942349854906731,5.1210723699278695,32.20480873304758,9.445055906831461,3.8217410949688992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.61127106525849,110.2946672930915,belly
14.524083007792393,0.015969541104023648,10.497378913679324,26.148810858949904,0.7484773642217537,0.28206286130642605,6.434556597626253,0.6311678279230689,0.8735534417700314,14.619045894368156,1.0556003946595451,4.051671020220524,33.29580239150391,6.10676777688646,3.1959183285021036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.88401344886461,109.41710970292529,belly
12.451417952322988,1.1004191813582795,12.266351491810902,28.98931043600601,0.01702533785702097,0.9842000628298428,7.726696935292172,0.23826266248899164,0.8051289526883497,14.044150913909336,0.08642203531805161,4.2305543839368225,32.406042696055025,4.7495896372326385,3.2441583521648765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.73008443572033,110.90576541188535,belly
10.931262806529164,3.724075513342385,11.563070046331045,28.780851189151896,0.46357779782892433,0.3555740806585673,7.204660080582686,0.9440472470166574,0.007896293342477191,13.813547068497053,0.3164822790083745,4.173502613742743,31.31838582455447,4.481175979372821,3.535823293133724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.00704384331281,109.9803709373113,belly
13.043612104986643,6.110698645218724,11.301236897452217,28.045649708344214,0.8934961383569923,1.1765452305357733,7.20186164149235,1.1166181301956306,0.5800467397648531,13.351884949200786,0.8851145926556283,3.902461935238552,31.048104080771992,4.437993671076948,3.367448838138187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113.31827110822499,109.03798722636597,belly
