angle_0,angle_1,angle_2,angle_3,angle_4,angle_5,angle_6,angle_7,angle_8,angle_9,angle_10,angle_11,angle_12,angle_13,angle_14,angle_15,angle_16,angle_17,angle_18,angle_19,angle_20,angle_21,angle_22,angle_23,angle_24,angle_25,angle_26,angle_27,angle_28,angle_29,label
34.14396442145725,16.3595879912888,9.426911992266156,1.4397589544012794,2.7054281754517087,1.1001817045812736,1.7353743055469169,3.4864398504914846,2.678873498791256,9.029612723609997,3.9335348036402884,1.9403573392533044,9.408286452114599,8.287521421691709,8.254977096428911,39.11442153818845,14.025821132088094,24.179949590237197,10.534590256164105,5.3410666671091125,4.222162718918994,6.230463647417156,2.2179308717905073,5.301608085353566,4.41451489725465,4.193642671501138,4.432608470881409,7.30770269937875,4.941112518477257,3.106799376722005,lost
34.50960971840845,16.80250336430312,10.082196959543362,1.0259720633486775,3.4051878371251796,1.5928365505386108,2.1158076447421235,3.2771197535165864,2.312195515613262,9.442396462819065,3.774377018430628,1.8902347800586434,9.837587353064396,7.9127445491991315,7.451384419933018,34.05573569145575,17.833137844400262,23.148698298908368,13.912749479573147,5.593301789052904,1.578629860594226,9.02775347167914,2.1879953996336576,4.960729467758014,5.773684670554789,0.27943214062466293,3.432852569855254,7.279193545318159,8.043204278305408,3.789433686272338,lost
36.934570800433804,17.494916522405006,5.250840835773732,3.7654981716386824,3.3450329758595707,2.2462297886226117,6.244044860124094,1.3937917377414268,3.8018239231899598,13.056121367529096,3.4335341925975684,1.1406231664576907,13.63304707331037,5.630669706662933,6.193363030742166,36.62624860243922,12.622527768221117,21.322495061683263,12.29342567947587,5.982032927221796,2.412822717505584,8.27535992093432,4.104010907821649,6.675080948213089,6.224008452579082,1.5472168723702113,5.214325108548904,9.030827157303504,6.031755280337405,2.9238402740114076,lost
35.68702826637487,15.975683805523794,8.53114322377786,2.305178806376861,2.6249600197686274,1.2526775135390014,3.5431710490528263,1.7617354703834016,2.6871199306133127,12.347535779102493,1.760932904010455,0.032390139224302124,12.001459505078408,6.01197508817236,6.230947792383921,34.19930660567877,16.96450922117915,31.05047188926861,12.392669294312665,7.432854867451977,1.4992951639956158,9.113903174187907,2.007244410713977,4.422008332216999,4.700518658470319,1.8778264185164077,1.842568671232157,9.589145841598185,7.008989791814963,4.629155954595358,lost
36.5509800651013,17.751690713956325,6.383443220125332,2.202133721259133,2.6624457318381456,1.2452236667250127,4.329453639767309,1.3945581957503355,2.9991449429057027,12.342442957642723,2.274028428044243,1.1638948386972328,11.734118460874596,5.1745284100062285,5.829387293690747,35.28047688121464,17.217550282036267,28.620219116669666,13.52227521491136,6.844733220757173,0.9726376808177157,9.790236577731266,2.7640341727520754,4.001749673241728,2.9168854290201467,0.9257169732212879,2.9671185418486403,10.129603154584641,7.600794870038481,4.092720578137067,lost
35.546474669472225,15.963989379572515,8.333723504512797,1.8176650975546458,3.444718396441539,1.3045439439578639,2.558210272289796,2.062821456780153,2.91509271321174,11.22263370659655,2.3349131807976216,0.8620487730248588,11.854748401735835,7.046880787225911,7.534653108040673,39.16621841557542,12.01727578538218,21.098566540708802,12.802567391497925,4.552901871292647,4.656264112135726,8.077612879678108,2.610886943274938,4.206589447190008,3.139939954011154,4.648794408903392,5.582561440027321,8.901100399835416,2.6708248526508216,2.8870954549793,lost
34.65321513511071,16.95219208149133,7.019985602486348,3.20385109600478,2.610491586576837,1.904946536484611,5.728675217747516,1.9704172963219517,3.458368083183207,13.590652807511521,3.3171392521210823,0.30091122805286585,14.18356571763961,6.721212451013583,7.137046935646324,33.85214331112896,17.25238151383844,24.01468181732176,14.25427969048611,6.088606362615279,0.9573497311291218,9.76082785570625,1.875357050414878,4.934452790582482,5.619396567822981,1.3366465969415686,3.4710199481987645,7.92443153464669,6.64254773250029,2.8963351131114794,lost
35.98869692260328,18.14358361481842,6.587992899870342,2.197459110049449,4.205393560815872,2.103612677226535,2.576245588938298,2.9770061764768543,3.555972636287555,10.05949159589764,5.127019814664606,0.06211745438100636,11.036375224321377,5.749676067821788,7.339715314711418,34.792890093457615,15.330707347408595,29.515464248313098,14.15766158321496,5.872092824986555,1.9870095759050366,9.907651495872416,3.4060638957727694,5.092221173203261,4.458840921427843,2.2187206211440333,4.553187638511695,8.00698197178092,5.855380414990512,2.514763798787313,lost
36.572418930920094,17.495030471038834,6.240285137524628,1.3924355378680195,3.4607749847979434,0.5065093657957377,4.048145603242785,1.3638517472716263,2.297108095884995,12.490892391655283,2.4861520796664123,0.7845894727990921,11.936297725914923,7.018688924449391,7.681396191277411,43.14281172870194,10.65742074890044,31.051857670458023,8.40086531819866,5.9756058656895545,4.365524157091796,5.5447577898446125,2.440468178779675,2.078467842628696,3.5791689615825066,5.1561149773842265,7.706099083235641,9.495149033060638,0.8569377252164115,2.4090216506228157,lost
35.440908274119444,17.409724846706073,6.176578014771856,1.1027429931040922,4.619115870787886,1.5694955140118778,3.542787421114959,1.9628083808172854,3.6461636237329667,11.28236486945476,3.5211693046777697,0.21541709800633416,12.167025733310984,6.124019473793814,6.873235861422133,37.75764123932547,13.561271204664713,26.938850191685905,13.87318838111923,4.720328221296856,3.1726531703882404,8.986031175040358,2.8124493899103107,4.42157084974718,4.0077293078329035,4.248590288736465,5.670469230952008,9.402989299103433,4.335540796295478,3.021595243589872,lost
