angle_0,angle_1,angle_2,angle_3,angle_4,angle_5,angle_6,angle_7,angle_8,angle_9,angle_10,angle_11,angle_12,angle_13,angle_14,angle_15,angle_16,angle_17,angle_18,angle_19,angle_20,angle_21,angle_22,angle_23,angle_24,angle_25,angle_26,angle_27,angle_28,angle_29,label
20.863173465423692,15.726564680952993,16.56388046448553,0.5735874531641845,41.50482344315012,20.30260964244894,73.15131559239174,100.63379295217493,47.77818482698625,103.23718437351359,79.77505994661274,76.87622480863887,112.24830334577646,71.18016133213482,75.74706411990732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,card
19.46288359906933,13.563417558514658,17.54333145832537,0.5324596171660775,42.1389545456934,21.912079929970567,76.0944161399696,98.24176807893173,47.504419226602884,106.3645394860214,74.9378028205126,79.62338033320817,114.55683311308395,66.36264394162734,74.77542833103996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,card
20.148325149080165,15.932085744376186,16.120828622478257,1.5112030369459981,41.560813900599456,25.898604734493695,79.53927296484271,96.70779065146871,46.7732435213571,108.72766192554013,75.00516936918866,78.97129733842728,117.85106759898983,67.17932524121272,78.0438516590234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,card
20.583741131292545,14.924103132840287,17.08417675859025,1.1518794339783742,41.595798585898855,24.897383891105637,77.25982887735775,96.32769384106847,50.28652804832086,107.55868872880802,74.4606177967897,77.6586579503492,118.0654891377847,63.15405299817918,73.7312055269543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,card
20.445096747518743,12.180442412856788,19.04222676597119,2.615685668885681,43.47554622892467,36.39032560232992,76.10361543773065,95.64497920571893,48.50239068233928,104.29892474312508,77.56144601101467,74.80915389226213,116.1760685403949,67.38163123195119,78.76279636991627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,card
17.4396762099857,13.71123526173064,14.671289785736173,12.438934946618726,27.036804968802453,120.17748588817733,44.732172795981185,146.51137948813042,48.015168183324974,48.89122897648572,134.8691777818652,52.02190910478292,21.11302539278704,151.4409167882008,32.10752698557168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,card
17.104667929380845,15.310800687077313,14.006426732617326,13.46798678470613,24.580918594129262,121.89745191818594,45.420785235526715,146.56589749040617,46.39304840290248,54.27487908591628,130.67528408604707,55.09036361913954,26.687349666106588,148.46844199977446,32.86247464806943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,card
21.651931920109167,15.222088261609303,14.674619480227815,14.569100638625738,22.196820893783887,127.10029605511218,40.87842400889783,148.09954943981137,46.143153266103546,43.012533145955324,139.43441601545695,46.908541909396426,19.215839301575357,152.73966505184782,30.508012934330512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,card
21.633022030286664,14.257928842633888,16.247527578353377,11.059460932851394,28.529552620544447,96.15097866049784,42.54341825320602,147.8253798293752,48.13199538989813,42.310539618627935,140.6450263599379,58.57990397603094,12.773872888703941,159.32727540049265,27.457380159421923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,card
17.75653238546815,15.06439447758864,13.26307326103683,13.072813029523331,20.575600072574176,104.08419349724271,33.781549258591085,156.71627754504135,41.07943611902906,32.66292664034165,150.4333542689713,45.72659177160872,8.838551822040708,163.4639738336123,25.09189237593113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,card
